label,scale,method,ene,delta,reldelta
MeOH ... Peptide,1.0,PBE+MBD(scs),-8.72876695919705,-0.5087669591970485,-0.06189379065657524
MeOH ... Peptide,1.0,"PBE+MBD(vvpol,beta[0.8],17base)",-9.199428570163454,-0.9794285701634529,-0.1191518941804687
MeOH ... Peptide,1.0,"PBE+MBD(vvpol,corr,beta[0.8],17base)",-8.790434840066673,-0.5704348400666728,-0.0693959659448507
MeOH ... Peptide,1.0,"PBE+MBD(vvpol[nm],corr,beta[0.83],17base,param_a[8])",-8.656817761598447,-0.4368177615984461,-0.053140846909786627
MeOH ... Peptide,1.0,"PBE+MBD(vvpol[nm],corr,beta[0.8],17base)",-8.758870823274677,-0.5388708232746762,-0.0655560612256297
MeOH ... Peptide,1.0,PBE,-7.271241468773143,0.9487585312268578,0.11542074589134522
MeOH ... Peptide,1.05,"PBE+MBD(rpa,ord2,param_a[20.0],beta[0.96],damping[sqrtfermi,dip])",-8.334542198268014,-0.31454219826801477,-0.03921972546982728
MeOH ... Peptide,1.05,PBE+MBD(scs),-8.485038648923407,-0.4650386489234073,-0.05798486894306824
MeOH ... Peptide,1.05,"PBE+MBD(vvpol,beta[0.8],17base)",-8.923487273241172,-0.9034872732411721,-0.11265427347146785
MeOH ... Peptide,1.05,"PBE+MBD(vvpol,corr,beta[0.8],17base)",-8.538673832925351,-0.5186738329253515,-0.06467254774630318
MeOH ... Peptide,1.05,"PBE+MBD(vvpol[nm],corr,beta[0.83],17base,param_a[8])",-8.422584015974856,-0.40258401597485616,-0.05019750822629129
MeOH ... Peptide,1.05,"PBE+MBD(vvpol[nm],corr,beta[0.8],17base)",-8.508014349063206,-0.4880143490632065,-0.06084966945925269
MeOH ... Peptide,1.05,PBE,-7.109579365917589,0.9104206340824108,0.11351878230454
MeOH ... Peptide,1.1,"PBE+MBD(rpa,ord2,param_a[20.0],beta[0.96],damping[sqrtfermi,dip])",-7.966349143550452,-0.3063491435504515,-0.03999336077682134
MeOH ... Peptide,1.1,PBE+MBD(scs),-8.085967681736284,-0.4259676817362834,-0.05560935792901872
MeOH ... Peptide,1.1,"PBE+MBD(vvpol,beta[0.8],17base)",-8.49193350604331,-0.8319335060433097,-0.10860750731635897
MeOH ... Peptide,1.1,"PBE+MBD(vvpol,corr,beta[0.8],17base)",-8.131512767163054,-0.4715127671630537,-0.061555191535646696
MeOH ... Peptide,1.1,"PBE+MBD(vvpol[nm],corr,beta[0.83],17base,param_a[8])",-8.0310816993358,-0.37108169933580015,-0.04844408607516973
MeOH ... Peptide,1.1,"PBE+MBD(vvpol[nm],corr,beta[0.8],17base)",-8.102782884459007,-0.4427828844590067,-0.05780455410691993
MeOH ... Peptide,1.1,PBE,-6.793039141890449,0.8669608581095511,0.11318026868270903
MeOH ... Peptide,1.25,"PBE+MBD(rpa,ord2,param_a[20.0],beta[0.96],damping[sqrtfermi,dip])",-6.5329882527529,-0.35298825275290024,-0.05711784025127836
MeOH ... Peptide,1.25,PBE+MBD(scs),-6.545109632668475,-0.3651096326684753,-0.059079228587131924
MeOH ... Peptide,1.25,"PBE+MBD(vvpol,beta[0.8],17base)",-6.857252370026873,-0.6772523700268733,-0.10958776214027077
MeOH ... Peptide,1.25,"PBE+MBD(vvpol,corr,beta[0.8],17base)",-6.5691840733731395,-0.38918407337313976,-0.06297476915422974
MeOH ... Peptide,1.25,"PBE+MBD(vvpol[nm],corr,beta[0.83],17base,param_a[8])",-6.502069780196312,-0.32206978019631194,-0.052114851164451775
MeOH ... Peptide,1.25,"PBE+MBD(vvpol[nm],corr,beta[0.8],17base)",-6.543730351111185,-0.3637303511111849,-0.05885604386912378
MeOH ... Peptide,1.25,PBE,-5.497257994917226,0.6827420050827735,0.11047605260239053
MeOH ... Peptide,1.5,"PBE+MBD(rpa,ord2,param_a[20.0],beta[0.96],damping[sqrtfermi,dip])",-3.973127690154832,-0.3231276901548319,-0.08852813428899504
MeOH ... Peptide,1.5,PBE+MBD(scs),-3.9031775053785,-0.2531775053784999,-0.0693637001036986
MeOH ... Peptide,1.5,"PBE+MBD(vvpol,beta[0.8],17base)",-4.074958293098784,-0.4249582930987841,-0.11642692961610523
MeOH ... Peptide,1.5,"PBE+MBD(vvpol,corr,beta[0.8],17base)",-3.9076185836860713,-0.2576185836860714,-0.0705804338865949
MeOH ... Peptide,1.5,"PBE+MBD(vvpol[nm],corr,beta[0.83],17base,param_a[8])",-3.8778724995926055,-0.22787249959260558,-0.06243082180619331
MeOH ... Peptide,1.5,"PBE+MBD(vvpol[nm],corr,beta[0.8],17base)",-3.890849967545669,-0.24084996754566923,-0.06598629247826554
MeOH ... Peptide,1.5,PBE,-3.274814270294887,0.3751857297051129,0.10279061087811311
MeOH ... Peptide,2.0,"PBE+MBD(rpa,ord2,param_a[20.0],beta[0.96],damping[sqrtfermi,dip])",-1.1428476434787818,-0.04284764347878167,-0.03895240316252879
MeOH ... Peptide,2.0,PBE+MBD(scs),-1.1307025780455457,-0.03070257804554566,-0.027911434586859688
MeOH ... Peptide,2.0,"PBE+MBD(vvpol,beta[0.8],17base)",-1.159570859400691,-0.059570859400690956,-0.05415532672790087
MeOH ... Peptide,2.0,"PBE+MBD(vvpol,corr,beta[0.8],17base)",-1.1272490651111682,-0.02724906511116809,-0.02477187737378917
MeOH ... Peptide,2.0,"PBE+MBD(vvpol[nm],corr,beta[0.83],17base,param_a[8])",-1.1174902413582097,-0.017490241358209646,-0.015900219416554222
MeOH ... Peptide,2.0,"PBE+MBD(vvpol[nm],corr,beta[0.8],17base)",-1.1233674161948688,-0.023367416194868706,-0.021243105631698823
MeOH ... Peptide,2.0,PBE,-0.9854792040686771,0.11452079593132303,0.10410981448302092
MeOH ... Pyridine,0.9,"PBE+MBD(rpa,ord2,param_a[20.0],beta[0.96],damping[sqrtfermi,dip])",-7.821226138650375,-1.0412261386503747,-0.15357317679209065
MeOH ... Pyridine,0.9,PBE+MBD(scs),-7.965496973150037,-1.1854969731500367,-0.17485206093658356
MeOH ... Pyridine,0.9,"PBE+MBD(vvpol,beta[0.8],17base)",-8.402781004249183,-1.622781004249183,-0.23934823071521874
MeOH ... Pyridine,0.9,"PBE+MBD(vvpol,corr,beta[0.8],17base)",-7.997512877281755,-1.217512877281755,-0.1795741706905243
MeOH ... Pyridine,0.9,"PBE+MBD(vvpol[nm],corr,beta[0.83],17base,param_a[8])",-7.853531678043626,-1.0735316780436257,-0.15833800561115421
MeOH ... Pyridine,0.9,"PBE+MBD(vvpol[nm],corr,beta[0.8],17base)",-7.975521396811444,-1.1955213968114435,-0.1763305895002129
MeOH ... Pyridine,0.9,PBE,-6.527585952936938,0.2524140470630618,0.03722921048127755
MeOH ... Pyridine,0.95,"PBE+MBD(rpa,ord2,param_a[20.0],beta[0.96],damping[sqrtfermi,dip])",-8.197670300198098,-0.8876703001980983,-0.121432325608495
MeOH ... Pyridine,0.95,PBE+MBD(scs),-8.317867478837703,-1.0078674788377038,-0.13787516810365305
MeOH ... Pyridine,0.95,"PBE+MBD(vvpol,beta[0.8],17base)",-8.733990586496878,-1.4239905864968785,-0.19480035382994235
MeOH ... Pyridine,0.95,"PBE+MBD(vvpol,corr,beta[0.8],17base)",-8.352979973178872,-1.0429799731788725,-0.14267851890271854
MeOH ... Pyridine,0.95,"PBE+MBD(vvpol[nm],corr,beta[0.83],17base,param_a[8])",-8.226540429674014,-0.9165404296740141,-0.12538172772558331
MeOH ... Pyridine,0.95,"PBE+MBD(vvpol[nm],corr,beta[0.8],17base)",-8.33177398552279,-1.021773985522791,-0.1397775629990138
MeOH ... Pyridine,0.95,PBE,-6.974560422721019,0.3354395772789802,0.04588776706962794
MeOH ... Pyridine,1.0,"PBE+MBD(rpa,ord2,param_a[20.0],beta[0.96],damping[sqrtfermi,dip])",-8.179738783636106,-0.7797387836361054,-0.105370105896771
MeOH ... Pyridine,1.0,PBE+MBD(scs),-8.270757595400632,-0.8707575954006312,-0.11766994532440962
MeOH ... Pyridine,1.0,"PBE+MBD(vvpol,beta[0.8],17base)",-8.664109723240891,-1.2641097232408907,-0.17082563827579603
MeOH ... Pyridine,1.0,"PBE+MBD(vvpol,corr,beta[0.8],17base)",-8.307784943725455,-0.9077849437254546,-0.12267364104398035
MeOH ... Pyridine,1.0,"PBE+MBD(vvpol[nm],corr,beta[0.83],17base,param_a[8])",-8.196620583202709,-0.7966205832027082,-0.10765143016252814
MeOH ... Pyridine,1.0,"PBE+MBD(vvpol[nm],corr,beta[0.8],17base)",-8.287684862202443,-0.8876848622024429,-0.11995741381114093
MeOH ... Pyridine,1.0,PBE,-7.021431847531193,0.37856815246880693,0.051157858441730666
MeOH ... Pyridine,1.05,"PBE+MBD(rpa,ord2,param_a[20.0],beta[0.96],damping[sqrtfermi,dip])",-7.918480336995816,-0.6884803369958155,-0.0952254961266688
MeOH ... Pyridine,1.05,PBE+MBD(scs),-7.974267862824525,-0.7442678628245245,-0.10294161311542524
MeOH ... Pyridine,1.05,"PBE+MBD(vvpol,beta[0.8],17base)",-8.343711042274094,-1.113711042274094,-0.15404025480969485
MeOH ... Pyridine,1.05,"PBE+MBD(vvpol,corr,beta[0.8],17base)",-8.012247174692417,-0.7822471746924169,-0.10819462997128863
MeOH ... Pyridine,1.05,"PBE+MBD(vvpol[nm],corr,beta[0.83],17base,param_a[8])",-7.91381166000909,-0.6838116600090896,-0.09457975933735678
MeOH ... Pyridine,1.05,"PBE+MBD(vvpol[nm],corr,beta[0.8],17base)",-7.993728954534292,-0.763728954534292,-0.10563332704485366
MeOH ... Pyridine,1.05,PBE,-6.817665733727351,0.4123342662726497,0.057031018848222634
MeOH ... Pyridine,1.1,"PBE+MBD(rpa,ord2,param_a[20.0],beta[0.96],damping[sqrtfermi,dip])",-7.514025826180198,-0.6340258261801983,-0.09215491659595906
MeOH ... Pyridine,1.1,PBE+MBD(scs),-7.532394423923139,-0.6523944239231394,-0.09482477091906096
MeOH ... Pyridine,1.1,"PBE+MBD(vvpol,beta[0.8],17base)",-7.877174223967354,-0.9971742239673542,-0.14493811394874334
MeOH ... Pyridine,1.1,"PBE+MBD(vvpol,corr,beta[0.8],17base)",-7.570352315823039,-0.6903523158230387,-0.10034190636962771
MeOH ... Pyridine,1.1,"PBE+MBD(vvpol[nm],corr,beta[0.83],17base,param_a[8])",-7.481141804059787,-0.6011418040597869,-0.08737526221799229
MeOH ... Pyridine,1.1,"PBE+MBD(vvpol[nm],corr,beta[0.8],17base)",-7.5520300299242615,-0.6720300299242616,-0.09767878341922408
MeOH ... Pyridine,1.1,PBE,-6.465993278661995,0.414006721338005,0.06017539554331468
MeOH ... Pyridine,1.25,"PBE+MBD(rpa,ord2,param_a[20.0],beta[0.96],damping[sqrtfermi,dip])",-5.956329070403545,-0.476329070403545,-0.08692136321232573
MeOH ... Pyridine,1.25,PBE+MBD(scs),-5.92236366739782,-0.44236366739781996,-0.08072329697040509
MeOH ... Pyridine,1.25,"PBE+MBD(vvpol,beta[0.8],17base)",-6.193193644433888,-0.713193644433888,-0.13014482562662189
MeOH ... Pyridine,1.25,"PBE+MBD(vvpol,corr,beta[0.8],17base)",-5.956329948574102,-0.4763299485741017,-0.08692152346242732
MeOH ... Pyridine,1.25,"PBE+MBD(vvpol[nm],corr,beta[0.83],17base,param_a[8])",-5.888576522157865,-0.40857652215786455,-0.0745577595178585
MeOH ... Pyridine,1.25,"PBE+MBD(vvpol[nm],corr,beta[0.8],17base)",-5.940530811883166,-0.46053081188316547,-0.08403846932174552
MeOH ... Pyridine,1.25,PBE,-5.104888434017447,0.3751115659825537,0.06845101569024702
MeOH ... Pyridine,1.5,"PBE+MBD(rpa,ord2,param_a[20.0],beta[0.96],damping[sqrtfermi,dip])",-3.6574280416452147,-0.27742804164521484,-0.08207930226189789
MeOH ... Pyridine,1.5,PBE+MBD(scs),-3.627635750309514,-0.2476357503095139,-0.07326501488447157
MeOH ... Pyridine,1.5,"PBE+MBD(vvpol,beta[0.8],17base)",-3.7939009417610894,-0.4139009417610895,-0.12245589992931642
MeOH ... Pyridine,1.5,"PBE+MBD(vvpol,corr,beta[0.8],17base)",-3.65187078544195,-0.27187078544195,-0.08043514362187869
MeOH ... Pyridine,1.5,"PBE+MBD(vvpol[nm],corr,beta[0.83],17base,param_a[8])",-3.614396328000523,-0.234396328000523,-0.06934802603565769
MeOH ... Pyridine,1.5,"PBE+MBD(vvpol[nm],corr,beta[0.8],17base)",-3.641845598310137,-0.2618455983101371,-0.07746911192607607
MeOH ... Pyridine,1.5,PBE,-3.13607575415514,0.24392424584485983,0.07216693664049108
MeOH ... Pyridine,2.0,"PBE+MBD(rpa,ord2,param_a[20.0],beta[0.96],damping[sqrtfermi,dip])",-1.3955600270744033,-0.06556002707440323,-0.04929325343940092
MeOH ... Pyridine,2.0,PBE+MBD(scs),-1.382877200379213,-0.05287720037921284,-0.039757293518205145
MeOH ... Pyridine,2.0,"PBE+MBD(vvpol,beta[0.8],17base)",-1.4351889691681068,-0.10518896916810672,-0.07908945050233587
MeOH ... Pyridine,2.0,"PBE+MBD(vvpol,corr,beta[0.8],17base)",-1.3910147404913622,-0.06101474049136213,-0.045875744730347466
MeOH ... Pyridine,2.0,"PBE+MBD(vvpol[nm],corr,beta[0.83],17base,param_a[8])",-1.3750778437656344,-0.045077843765634285,-0.03389311561325886
MeOH ... Pyridine,2.0,"PBE+MBD(vvpol[nm],corr,beta[0.8],17base)",-1.3874949392576092,-0.05749493925760918,-0.04322927763730013
MeOH ... Pyridine,2.0,PBE,-1.2191296747051588,0.11087032529484131,0.08336114683822654
MeOH ... Water,0.9,"PBE+MBD(rpa,ord2,param_a[20.0],beta[0.96],damping[sqrtfermi,dip])",-4.968823859585457,-0.3788238595854567,-0.08253243128223459
MeOH ... Water,0.9,PBE+MBD(scs),-5.1500200308654795,-0.5600200308654797,-0.12200872132145528
MeOH ... Water,0.9,"PBE+MBD(vvpol,beta[0.8],17base)",-5.312406713905001,-0.7224067139050012,-0.15738708363943382
MeOH ... Water,0.9,"PBE+MBD(vvpol,corr,beta[0.8],17base)",-5.143001217822097,-0.5530012178220973,-0.12047956815296239
MeOH ... Water,0.9,"PBE+MBD(vvpol[nm],corr,beta[0.83],17base,param_a[8])",-5.059720546353031,-0.46972054635303095,-0.10233563101373223
MeOH ... Water,0.9,"PBE+MBD(vvpol[nm],corr,beta[0.8],17base)",-5.1395125000030175,-0.5495125000030177,-0.11971949891133282
MeOH ... Water,0.9,PBE,-4.549918103883799,0.04008189611620061,0.008732439241002312
MeOH ... Water,0.95,"PBE+MBD(rpa,ord2,param_a[20.0],beta[0.96],damping[sqrtfermi,dip])",-5.275629702920291,-0.32562970292029103,-0.06578377836773557
MeOH ... Water,0.95,PBE+MBD(scs),-5.436042203597799,-0.4860422035977985,-0.09819034416117141
MeOH ... Water,0.95,"PBE+MBD(vvpol,beta[0.8],17base)",-5.586910784837289,-0.6369107848372888,-0.1286688454216745
MeOH ... Water,0.95,"PBE+MBD(vvpol,corr,beta[0.8],17base)",-5.427062269013467,-0.4770622690134667,-0.0963762159623165
MeOH ... Water,0.95,"PBE+MBD(vvpol[nm],corr,beta[0.83],17base,param_a[8])",-5.357498113362035,-0.4074981133620348,-0.08232285118424945
MeOH ... Water,0.95,"PBE+MBD(vvpol[nm],corr,beta[0.8],17base)",-5.423764980008575,-0.4737649800085748,-0.09571009697142925
MeOH ... Water,0.95,PBE,-4.866996112269678,0.08300388773032186,0.016768462167741787
MeOH ... Water,1.0,"PBE+MBD(rpa,ord2,param_a[20.0],beta[0.96],damping[sqrtfermi,dip])",-5.29293150782481,-0.29293150782481003,-0.05858630156496201
MeOH ... Water,1.0,PBE+MBD(scs),-5.422255030374726,-0.42225503037472567,-0.08445100607494513
MeOH ... Water,1.0,"PBE+MBD(vvpol,beta[0.8],17base)",-5.560841241353529,-0.5608412413535291,-0.11216824827070582
MeOH ... Water,1.0,"PBE+MBD(vvpol,corr,beta[0.8],17base)",-5.411255525250002,-0.4112555252500023,-0.08225110505000047
MeOH ... Water,1.0,"PBE+MBD(vvpol[nm],corr,beta[0.83],17base,param_a[8])",-5.35285117753241,-0.35285117753241035,-0.07057023550648207
MeOH ... Water,1.0,"PBE+MBD(vvpol[nm],corr,beta[0.8],17base)",-5.407916423412182,-0.4079164234121819,-0.08158328468243639
MeOH ... Water,1.0,PBE,-4.886388663249533,0.1136113367504672,0.022722267350093438
MeOH ... Water,1.05,"PBE+MBD(rpa,ord2,param_a[20.0],beta[0.96],damping[sqrtfermi,dip])",-5.1352644964532885,-0.2852644964532889,-0.05881742194913173
MeOH ... Water,1.05,PBE+MBD(scs),-5.227798282258327,-0.37779828225832723,-0.07789655304295408
MeOH ... Water,1.05,"PBE+MBD(vvpol,beta[0.8],17base)",-5.353673898033605,-0.5036738980336057,-0.1038502882543517
MeOH ... Water,1.05,"PBE+MBD(vvpol,corr,beta[0.8],17base)",-5.21480671193772,-0.3648067119377201,-0.07521787875004537
MeOH ... Water,1.05,"PBE+MBD(vvpol[nm],corr,beta[0.83],17base,param_a[8])",-5.165086369353886,-0.3150863693538861,-0.06496626172245075
MeOH ... Water,1.05,"PBE+MBD(vvpol[nm],corr,beta[0.8],17base)",-5.211097218759038,-0.36109721875903844,-0.07445303479567804
MeOH ... Water,1.05,PBE,-4.726471937125005,0.1235280628749944,0.025469703685565857
MeOH ... Water,1.1,"PBE+MBD(rpa,ord2,param_a[20.0],beta[0.96],damping[sqrtfermi,dip])",-4.8721481401040805,-0.2821481401040806,-0.061470183029211464
MeOH ... Water,1.1,PBE+MBD(scs),-4.932304691882663,-0.34230469188266355,-0.07457618559535154
MeOH ... Water,1.1,"PBE+MBD(vvpol,beta[0.8],17base)",-5.045309494068675,-0.4553094940686755,-0.09919596820668311
MeOH ... Water,1.1,"PBE+MBD(vvpol,corr,beta[0.8],17base)",-4.917337369980289,-0.32733736998028906,-0.07131533115038978
MeOH ... Water,1.1,"PBE+MBD(vvpol[nm],corr,beta[0.83],17base,param_a[8])",-4.874949183432831,-0.2849491834328308,-0.062080432120442446
MeOH ... Water,1.1,"PBE+MBD(vvpol[nm],corr,beta[0.8],17base)",-4.913828258420702,-0.3238282584207024,-0.07055081882803974
MeOH ... Water,1.1,PBE,-4.46595439683331,0.12404560316668967,0.027025185875095788
MeOH ... Water,1.25,"PBE+MBD(rpa,ord2,param_a[20.0],beta[0.96],damping[sqrtfermi,dip])",-3.832529001317608,-0.24252900131760802,-0.06755682487955655
MeOH ... Water,1.25,PBE+MBD(scs),-3.865900523634622,-0.27590052363462236,-0.07685251354724858
MeOH ... Water,1.25,"PBE+MBD(vvpol,beta[0.8],17base)",-3.941850414330902,-0.35185041433090225,-0.0980084719584686
MeOH ... Water,1.25,"PBE+MBD(vvpol,corr,beta[0.8],17base)",-3.845683015202726,-0.25568301520272607,-0.07122089559964515
MeOH ... Water,1.25,"PBE+MBD(vvpol[nm],corr,beta[0.83],17base,param_a[8])",-3.821715790574345,-0.231715790574345,-0.06454478846082033
MeOH ... Water,1.25,"PBE+MBD(vvpol[nm],corr,beta[0.8],17base)",-3.8425307215540445,-0.25253072155404466,-0.0703428193743857
MeOH ... Water,1.25,PBE,-3.501761224741229,0.088238775258771,0.024579046033083845
MeOH ... Water,1.5,"PBE+MBD(rpa,ord2,param_a[20.0],beta[0.96],damping[sqrtfermi,dip])",-2.383239145699775,-0.18323914569977484,-0.08329052077262492
MeOH ... Water,1.5,PBE+MBD(scs),-2.378587225463157,-0.17858722546315686,-0.08117601157416221
MeOH ... Water,1.5,"PBE+MBD(vvpol,beta[0.8],17base)",-2.4086638151412534,-0.2086638151412532,-0.09484718870056963
MeOH ... Water,1.5,"PBE+MBD(vvpol,corr,beta[0.8],17base)",-2.356045502646141,-0.15604550264614092,-0.07092977393006406
MeOH ... Water,1.5,"PBE+MBD(vvpol[nm],corr,beta[0.83],17base,param_a[8])",-2.3503666594958217,-0.1503666594958215,-0.06834848158900977
MeOH ... Water,1.5,"PBE+MBD(vvpol[nm],corr,beta[0.8],17base)",-2.353644954365943,-0.1536449543659426,-0.069838615620883
MeOH ... Water,1.5,PBE,-2.160368570597559,0.03963142940244113,0.018014286092018696
MeOH ... Water,2.0,"PBE+MBD(rpa,ord2,param_a[20.0],beta[0.96],damping[sqrtfermi,dip])",-0.9395929339323152,-0.029592933932315213,-0.03251970761792881
MeOH ... Water,2.0,PBE+MBD(scs),-0.9412146811420733,-0.031214681142073264,-0.03430184740887172
MeOH ... Water,2.0,"PBE+MBD(vvpol,beta[0.8],17base)",-0.940752601194873,-0.030752601194872997,-0.03379406724711318
MeOH ... Water,2.0,"PBE+MBD(vvpol,corr,beta[0.8],17base)",-0.9285489689994479,-0.018548968999447912,-0.020383482416975726
MeOH ... Water,2.0,"PBE+MBD(vvpol[nm],corr,beta[0.83],17base,param_a[8])",-0.9259614050280209,-0.015961405028020903,-0.017540005525297695
MeOH ... Water,2.0,"PBE+MBD(vvpol[nm],corr,beta[0.8],17base)",-0.927528910108169,-0.017528910108168927,-0.019262538580405414
MeOH ... Water,2.0,PBE,-0.8749263554792827,0.03507364452071737,0.038542466506282826
Neopentane ... Neopentane,0.9,"PBE+MBD(rpa,ord2,param_a[20.0],beta[0.96],damping[sqrtfermi,dip])",-2.490402491767019,-1.0404024917670192,-0.7175189598393236
Neopentane ... Neopentane,0.9,PBE+MBD(scs),-2.1276682816305215,-0.6776682816305215,-0.46735743560725623
Neopentane ... Neopentane,0.9,"PBE+MBD(vvpol,beta[0.8],17base)",-3.186997504328546,-1.736997504328546,-1.1979293133300317
Neopentane ... Neopentane,0.9,"PBE+MBD(vvpol,corr,beta[0.8],17base)",-2.2370598336640164,-0.7870598336640164,-0.5427998852855286
Neopentane ... Neopentane,0.9,"PBE+MBD(vvpol[nm],corr,beta[0.83],17base,param_a[8])",-1.934262660306387,-0.4842626603063871,-0.3339742484871635
Neopentane ... Neopentane,0.9,"PBE+MBD(vvpol[nm],corr,beta[0.8],17base)",-2.040626078444213,-0.590626078444213,-0.40732832996152624
Neopentane ... Neopentane,0.9,PBE,0.950373077852974,2.400373077852974,1.65542970886412
Neopentane ... Neopentane,0.95,"PBE+MBD(rpa,ord2,param_a[20.0],beta[0.96],damping[sqrtfermi,dip])",-2.6719997502624433,-0.9319997502624433,-0.5356320403807145
Neopentane ... Neopentane,0.95,PBE+MBD(scs),-2.2945045729840174,-0.5545045729840175,-0.3186807890712744
Neopentane ... Neopentane,0.95,"PBE+MBD(vvpol,beta[0.8],17base)",-3.2816722682539186,-1.5416722682539186,-0.8860185449735164
Neopentane ... Neopentane,0.95,"PBE+MBD(vvpol,corr,beta[0.8],17base)",-2.4640618747769008,-0.7240618747769008,-0.41612751423959815
Neopentane ... Neopentane,0.95,"PBE+MBD(vvpol[nm],corr,beta[0.83],17base,param_a[8])",-2.207930401888073,-0.4679304018880732,-0.2689255183264789
Neopentane ... Neopentane,0.95,"PBE+MBD(vvpol[nm],corr,beta[0.8],17base)",-2.290785524633168,-0.5507855246331681,-0.3165434049615909
Neopentane ... Neopentane,0.95,PBE,0.2933734177838333,2.0333734177838334,1.1686054125194445
Neopentane ... Neopentane,1.0,"PBE+MBD(rpa,ord2,param_a[20.0],beta[0.96],damping[sqrtfermi,dip])",-2.612509822937639,-0.8425098229376391,-0.4759942502472537
Neopentane ... Neopentane,1.0,PBE+MBD(scs),-2.234627340511509,-0.4646273405115089,-0.26250132232288637
Neopentane ... Neopentane,1.0,"PBE+MBD(vvpol,beta[0.8],17base)",-3.1373419341215008,-1.3673419341215007,-0.7725095673002829
Neopentane ... Neopentane,1.0,"PBE+MBD(vvpol,corr,beta[0.8],17base)",-2.440086013150867,-0.670086013150867,-0.3785796684468175
Neopentane ... Neopentane,1.0,"PBE+MBD(vvpol[nm],corr,beta[0.83],17base,param_a[8])",-2.2110075339407147,-0.4410075339407147,-0.24915679883656197
Neopentane ... Neopentane,1.0,"PBE+MBD(vvpol[nm],corr,beta[0.8],17base)",-2.2735361197591546,-0.5035361197591546,-0.28448368347974834
Neopentane ... Neopentane,1.0,PBE,-0.0663412136654245,1.7036587863345756,0.962519088324619
Neopentane ... Neopentane,1.05,"PBE+MBD(rpa,ord2,param_a[20.0],beta[0.96],damping[sqrtfermi,dip])",-2.4630743895003695,-0.7830743895003696,-0.4661157080359343
Neopentane ... Neopentane,1.05,PBE+MBD(scs),-2.064599132728935,-0.38459913272893487,-0.22892805519579457
Neopentane ... Neopentane,1.05,"PBE+MBD(vvpol,beta[0.8],17base)",-2.8732611631243192,-1.1932611631243193,-0.7102745018597139
Neopentane ... Neopentane,1.05,"PBE+MBD(vvpol,corr,beta[0.8],17base)",-2.284579045160146,-0.6045790451601463,-0.35986847926199184
Neopentane ... Neopentane,1.05,"PBE+MBD(vvpol[nm],corr,beta[0.83],17base,param_a[8])",-2.088239089819964,-0.40823908981996415,-0.24299945822616914
Neopentane ... Neopentane,1.05,"PBE+MBD(vvpol[nm],corr,beta[0.8],17base)",-2.14031462247248,-0.4603146224724799,-0.27399679909076186
Neopentane ... Neopentane,1.05,PBE,-0.25108709185472805,1.4289129081452718,0.850543397705519
Neopentane ... Neopentane,1.1,"PBE+MBD(rpa,ord2,param_a[20.0],beta[0.96],damping[sqrtfermi,dip])",-2.255737372696672,-0.715737372696672,-0.4647645277251117
Neopentane ... Neopentane,1.1,PBE+MBD(scs),-1.8510396572754115,-0.3110396572754115,-0.20197380342559187
Neopentane ... Neopentane,1.1,"PBE+MBD(vvpol,beta[0.8],17base)",-2.5624733127037236,-1.0224733127037235,-0.6639437095478724
Neopentane ... Neopentane,1.1,"PBE+MBD(vvpol,corr,beta[0.8],17base)",-2.0695873846812205,-0.5295873846812205,-0.3438879121306626
Neopentane ... Neopentane,1.1,"PBE+MBD(vvpol[nm],corr,beta[0.83],17base,param_a[8])",-1.8929772764903547,-0.3529772764903547,-0.2292060236950355
Neopentane ... Neopentane,1.1,"PBE+MBD(vvpol[nm],corr,beta[0.8],17base)",-1.9387071907178606,-0.39870719071786054,-0.2589007731934159
Neopentane ... Neopentane,1.1,PBE,-0.33317258133306266,1.2068274186669374,0.7836541679655438
Neopentane ... Neopentane,1.25,"PBE+MBD(rpa,ord2,param_a[20.0],beta[0.96],damping[sqrtfermi,dip])",-1.4830662368391694,-0.43306623683916934,-0.41244403508492317
Neopentane ... Neopentane,1.25,PBE+MBD(scs),-1.2240168785485352,-0.1740168785485352,-0.16573036052241447
Neopentane ... Neopentane,1.25,"PBE+MBD(vvpol,beta[0.8],17base)",-1.6734305905989637,-0.6234305905989637,-0.5937434196180607
Neopentane ... Neopentane,1.25,"PBE+MBD(vvpol,corr,beta[0.8],17base)",-1.394784223166907,-0.34478422316690693,-0.32836592682562565
Neopentane ... Neopentane,1.25,"PBE+MBD(vvpol[nm],corr,beta[0.83],17base,param_a[8])",-1.2655987192855456,-0.21559871928554553,-0.20533211360528145
Neopentane ... Neopentane,1.25,"PBE+MBD(vvpol[nm],corr,beta[0.8],17base)",-1.3045874787256684,-0.25458747872566834,-0.24246426545301744
Neopentane ... Neopentane,1.25,PBE,-0.3171707922768078,0.7328292077231923,0.6979325787839926
Neopentane ... Neopentane,1.5,"PBE+MBD(rpa,ord2,param_a[20.0],beta[0.96],damping[sqrtfermi,dip])",-0.6712489923210853,-0.17124899232108526,-0.3424979846421705
Neopentane ... Neopentane,1.5,PBE+MBD(scs),-0.5670716294312108,-0.06707162943121081,-0.13414325886242162
Neopentane ... Neopentane,1.5,"PBE+MBD(vvpol,beta[0.8],17base)",-0.7529260298187682,-0.2529260298187682,-0.5058520596375364
Neopentane ... Neopentane,1.5,"PBE+MBD(vvpol,corr,beta[0.8],17base)",-0.6518312276139467,-0.15183122761394674,-0.3036624552278935
