group,label,fragment,i_atom,species,hirsh_ratios,vv_ratios,alpha_0_free,alpha_0_vv_free,alpha_0_hirsh,alpha_0_rsscs,alpha_0_vv,alpha_0_vv[nm],alpha_0_vvcorr,C6_vv,C6_vv_nm,Rvdw_free,Rvdw_17_free,Rvdw_hirsh,Rvdw_vv17,Rvdw_vvcorr17,group
D,Uracil ... Ethene,complex,16,C,0.78,0.7,12.0,11.96,9.39,9.49,8.41,8.27,8.44,31.87,31.81,3.59,3.57,3.31,3.39,3.39,D
D,Uracil ... Ethene,complex,17,H,0.6,0.4,4.5,5.78,2.72,2.05,2.3,2.22,1.79,2.2,2.19,3.1,3.1,2.62,2.82,2.72,D
D,Uracil ... Ethene,complex,18,H,0.6,0.39,4.5,5.78,2.72,2.05,2.24,2.23,1.74,2.21,2.21,3.1,3.1,2.62,2.8,2.71,D
D,Uracil ... Ethene,fragment-1,1,N,0.84,0.83,7.4,7.81,6.18,5.09,6.5,6.48,6.16,23.86,23.75,3.34,3.33,3.15,3.27,3.24,D
D,Uracil ... Ethene,fragment-1,2,H,0.64,0.32,4.5,5.78,2.89,2.25,1.82,1.82,1.42,1.46,1.46,3.1,3.1,2.67,2.72,2.63,D
D,Uracil ... Ethene,fragment-1,3,C,0.84,0.59,12.0,11.96,10.12,10.24,7.07,7.05,7.09,24.21,24.11,3.59,3.57,3.39,3.31,3.31,D
D,Uracil ... Ethene,fragment-1,4,O,0.98,1.11,5.4,5.36,5.29,4.8,5.94,5.94,5.98,22.02,22.02,3.19,3.18,3.17,3.22,3.23,D
D,Uracil ... Ethene,fragment-1,5,C,0.81,0.67,12.0,11.96,9.73,9.16,7.99,7.96,8.01,30.13,30.01,3.59,3.57,3.35,3.36,3.37,D
D,Uracil ... Ethene,fragment-1,6,H,0.62,0.38,4.5,5.78,2.81,2.07,2.18,2.18,1.7,2.1,2.1,3.1,3.1,2.65,2.8,2.7,D
D,Uracil ... Ethene,fragment-1,7,C,0.78,0.63,12.0,11.96,9.42,9.48,7.5,7.47,7.52,27.19,27.05,3.59,3.57,3.31,3.33,3.34,D
D,Uracil ... Ethene,fragment-1,8,H,0.57,0.35,4.5,5.78,2.56,1.95,2.0,2.0,1.56,1.87,1.87,3.1,3.1,2.57,2.76,2.66,D
D,Uracil ... Ethene,fragment-1,9,N,0.82,0.82,7.4,7.81,6.08,5.35,6.41,6.39,6.07,23.44,23.35,3.34,3.33,3.13,3.26,3.23,D
D,Uracil ... Ethene,fragment-1,10,H,0.59,0.29,4.5,5.78,2.63,2.17,1.67,1.67,1.3,1.31,1.31,3.1,3.1,2.59,2.69,2.6,D
D,Uracil ... Ethene,fragment-1,11,C,0.83,0.56,12.0,11.96,9.98,9.93,6.65,6.63,6.67,22.04,21.94,3.59,3.57,3.38,3.28,3.28,D
D,Uracil ... Ethene,fragment-1,12,O,0.98,1.1,5.4,5.36,5.28,4.85,5.91,5.91,5.96,21.97,21.97,3.19,3.18,3.17,3.22,3.23,D
D,Uracil ... Ethene,fragment-2,1,C,0.78,0.69,12.0,11.96,9.4,9.49,8.26,8.26,8.29,31.78,31.78,3.59,3.57,3.31,3.38,3.38,D
D,Uracil ... Ethene,fragment-2,2,H,0.6,0.38,4.5,5.78,2.72,2.05,2.22,2.22,1.73,2.2,2.2,3.1,3.1,2.62,2.8,2.7,D
D,Uracil ... Ethene,fragment-2,3,H,0.6,0.38,4.5,5.78,2.72,2.04,2.22,2.22,1.73,2.2,2.2,3.1,3.1,2.62,2.8,2.7,D
D,Uracil ... Ethene,fragment-2,4,C,0.78,0.69,12.0,11.96,9.4,9.49,8.26,8.26,8.29,31.78,31.78,3.59,3.57,3.31,3.38,3.38,D
D,Uracil ... Ethene,fragment-2,5,H,0.6,0.38,4.5,5.78,2.72,2.05,2.22,2.22,1.73,2.2,2.2,3.1,3.1,2.62,2.8,2.7,D
D,Uracil ... Ethene,fragment-2,6,H,0.6,0.38,4.5,5.78,2.72,2.04,2.22,2.22,1.73,2.2,2.2,3.1,3.1,2.62,2.8,2.7,D
D,Uracil ... Neopentane,complex,1,N,0.84,0.85,7.4,7.81,6.18,5.09,6.64,6.48,6.29,23.89,23.75,3.34,3.33,3.15,3.28,3.25,D
D,Uracil ... Neopentane,complex,2,H,0.64,0.34,4.5,5.78,2.89,2.25,1.95,1.83,1.52,1.47,1.46,3.1,3.1,2.67,2.75,2.65,D
D,Uracil ... Neopentane,complex,3,C,0.84,0.61,12.0,11.96,10.12,10.24,7.25,7.05,7.27,24.27,24.11,3.59,3.57,3.39,3.32,3.32,D
D,Uracil ... Neopentane,complex,4,O,0.98,1.11,5.4,5.36,5.29,4.8,5.97,5.94,6.01,22.03,22.01,3.19,3.18,3.17,3.23,3.23,D
D,Uracil ... Neopentane,complex,5,C,0.81,0.67,12.0,11.96,9.73,9.17,8.04,7.97,8.07,30.19,30.06,3.59,3.57,3.35,3.37,3.37,D
D,Uracil ... Neopentane,complex,6,H,0.62,0.38,4.5,5.78,2.81,2.07,2.19,2.19,1.71,2.1,2.1,3.1,3.1,2.65,2.8,2.7,D
D,Uracil ... Neopentane,complex,7,C,0.78,0.63,12.0,11.96,9.42,9.48,7.55,7.48,7.57,27.24,27.09,3.59,3.57,3.31,3.34,3.34,D
D,Uracil ... Neopentane,complex,8,H,0.57,0.35,4.5,5.78,2.56,1.95,2.0,2.0,1.56,1.87,1.87,3.1,3.1,2.57,2.76,2.66,D
D,Uracil ... Neopentane,complex,9,N,0.82,0.82,7.4,7.81,6.08,5.35,6.44,6.39,6.1,23.46,23.36,3.34,3.33,3.13,3.26,3.24,D
D,Uracil ... Neopentane,complex,10,H,0.59,0.29,4.5,5.78,2.63,2.17,1.67,1.67,1.3,1.31,1.31,3.1,3.1,2.59,2.69,2.6,D
D,Uracil ... Neopentane,complex,11,C,0.83,0.57,12.0,11.96,9.98,9.93,6.83,6.63,6.85,22.09,21.94,3.59,3.57,3.38,3.29,3.29,D
D,Uracil ... Neopentane,complex,12,O,0.98,1.11,5.4,5.36,5.28,4.84,5.94,5.91,5.98,21.97,21.96,3.19,3.18,3.17,3.22,3.23,D
D,Uracil ... Neopentane,complex,13,C,0.85,0.68,12.0,11.96,10.18,11.75,8.09,8.04,8.11,29.44,29.27,3.59,3.57,3.4,3.37,3.37,D
D,Uracil ... Neopentane,complex,14,C,0.79,0.69,12.0,11.96,9.42,8.95,8.2,8.17,8.23,31.06,30.94,3.59,3.57,3.31,3.38,3.38,D
D,Uracil ... Neopentane,complex,15,H,0.63,0.44,4.5,5.78,2.84,1.89,2.55,2.54,1.99,2.56,2.55,3.1,3.1,2.66,2.86,2.76,D
D,Uracil ... Neopentane,complex,16,H,0.63,0.44,4.5,5.78,2.84,1.89,2.56,2.54,1.99,2.57,2.56,3.1,3.1,2.66,2.86,2.76,D
D,Uracil ... Neopentane,complex,17,H,0.63,0.44,4.5,5.78,2.84,1.88,2.55,2.54,1.99,2.56,2.55,3.1,3.1,2.66,2.86,2.76,D
D,Uracil ... Neopentane,complex,18,C,0.79,0.69,12.0,11.96,9.42,8.95,8.2,8.17,8.23,31.06,30.94,3.59,3.57,3.31,3.38,3.38,D
D,Uracil ... Neopentane,complex,19,H,0.63,0.44,4.5,5.78,2.84,1.88,2.55,2.54,1.99,2.56,2.55,3.1,3.1,2.66,2.86,2.76,D
D,Uracil ... Neopentane,complex,20,H,0.63,0.44,4.5,5.78,2.84,1.89,2.56,2.54,1.99,2.57,2.56,3.1,3.1,2.66,2.86,2.76,D
D,Uracil ... Neopentane,complex,21,H,0.63,0.44,4.5,5.78,2.84,1.88,2.55,2.54,1.99,2.57,2.55,3.1,3.1,2.66,2.86,2.76,D
D,Uracil ... Neopentane,complex,22,C,0.79,0.69,12.0,11.96,9.44,8.96,8.24,8.18,8.27,31.13,31.01,3.59,3.57,3.31,3.38,3.38,D
D,Uracil ... Neopentane,complex,23,H,0.63,0.47,4.5,5.78,2.85,1.9,2.7,2.55,2.1,2.6,2.56,3.1,3.1,2.66,2.88,2.78,D
D,Uracil ... Neopentane,complex,24,H,0.63,0.44,4.5,5.78,2.85,1.89,2.57,2.55,2.0,2.59,2.57,3.1,3.1,2.66,2.86,2.76,D
D,Uracil ... Neopentane,complex,25,H,0.64,0.51,4.5,5.78,2.86,1.9,2.92,2.56,2.27,2.62,2.57,3.1,3.1,2.66,2.91,2.81,D
D,Uracil ... Neopentane,complex,26,C,0.78,0.69,12.0,11.96,9.42,8.95,8.22,8.17,8.25,31.05,30.94,3.59,3.57,3.31,3.38,3.38,D
D,Uracil ... Neopentane,complex,27,H,0.63,0.46,4.5,5.78,2.84,1.89,2.66,2.54,2.07,2.57,2.54,3.1,3.1,2.66,2.87,2.77,D
D,Uracil ... Neopentane,complex,28,H,0.63,0.45,4.5,5.78,2.84,1.89,2.59,2.54,2.02,2.58,2.55,3.1,3.1,2.66,2.86,2.76,D
D,Uracil ... Neopentane,complex,29,H,0.63,0.44,4.5,5.78,2.84,1.88,2.55,2.54,1.99,2.56,2.55,3.1,3.1,2.66,2.86,2.76,D
D,Uracil ... Neopentane,fragment-1,1,N,0.84,0.83,7.4,7.81,6.18,5.09,6.5,6.48,6.16,23.86,23.75,3.34,3.33,3.15,3.27,3.24,D
D,Uracil ... Neopentane,fragment-1,2,H,0.64,0.32,4.5,5.78,2.89,2.25,1.82,1.82,1.42,1.46,1.46,3.1,3.1,2.67,2.72,2.63,D
D,Uracil ... Neopentane,fragment-1,3,C,0.84,0.59,12.0,11.96,10.12,10.24,7.07,7.05,7.09,24.21,24.1,3.59,3.57,3.39,3.31,3.31,D
D,Uracil ... Neopentane,fragment-1,4,O,0.98,1.11,5.4,5.36,5.29,4.8,5.94,5.94,5.98,22.01,22.01,3.19,3.18,3.17,3.22,3.23,D
D,Uracil ... Neopentane,fragment-1,5,C,0.81,0.67,12.0,11.96,9.73,9.17,7.99,7.97,8.02,30.16,30.05,3.59,3.57,3.35,3.36,3.37,D
D,Uracil ... Neopentane,fragment-1,6,H,0.62,0.38,4.5,5.78,2.81,2.07,2.19,2.19,1.7,2.1,2.1,3.1,3.1,2.65,2.8,2.7,D
D,Uracil ... Neopentane,fragment-1,7,C,0.78,0.63,12.0,11.96,9.42,9.48,7.5,7.48,7.53,27.23,27.09,3.59,3.57,3.31,3.33,3.34,D
D,Uracil ... Neopentane,fragment-1,8,H,0.57,0.35,4.5,5.78,2.56,1.95,2.0,2.0,1.56,1.87,1.87,3.1,3.1,2.57,2.76,2.66,D
D,Uracil ... Neopentane,fragment-1,9,N,0.82,0.82,7.4,7.81,6.08,5.35,6.41,6.39,6.07,23.46,23.36,3.34,3.33,3.13,3.26,3.23,D
D,Uracil ... Neopentane,fragment-1,10,H,0.59,0.29,4.5,5.78,2.64,2.17,1.67,1.67,1.3,1.31,1.31,3.1,3.1,2.59,2.69,2.6,D
D,Uracil ... Neopentane,fragment-1,11,C,0.83,0.56,12.0,11.96,9.98,9.93,6.65,6.63,6.67,22.04,21.94,3.59,3.57,3.38,3.28,3.28,D
D,Uracil ... Neopentane,fragment-1,12,O,0.98,1.1,5.4,5.36,5.28,4.84,5.91,5.91,5.95,21.96,21.95,3.19,3.18,3.17,3.22,3.23,D
D,Uracil ... Neopentane,fragment-2,1,C,0.85,0.68,12.0,11.96,10.18,11.75,8.09,8.04,8.11,29.44,29.27,3.59,3.57,3.4,3.37,3.37,D
D,Uracil ... Neopentane,fragment-2,2,C,0.79,0.69,12.0,11.96,9.42,8.95,8.2,8.17,8.23,31.06,30.94,3.59,3.57,3.31,3.38,3.38,D
D,Uracil ... Neopentane,fragment-2,3,H,0.63,0.44,4.5,5.78,2.84,1.89,2.55,2.54,1.99,2.57,2.55,3.1,3.1,2.66,2.86,2.76,D
D,Uracil ... Neopentane,fragment-2,4,H,0.63,0.44,4.5,5.78,2.84,1.89,2.55,2.54,1.99,2.57,2.55,3.1,3.1,2.66,2.86,2.76,D
D,Uracil ... Neopentane,fragment-2,5,H,0.63,0.44,4.5,5.78,2.84,1.88,2.55,2.54,1.99,2.57,2.55,3.1,3.1,2.66,2.86,2.76,D
D,Uracil ... Neopentane,fragment-2,6,C,0.79,0.69,12.0,11.96,9.42,8.95,8.2,8.17,8.23,31.05,30.94,3.59,3.57,3.31,3.38,3.38,D
D,Uracil ... Neopentane,fragment-2,7,H,0.63,0.44,4.5,5.78,2.84,1.89,2.55,2.54,1.99,2.57,2.55,3.1,3.1,2.66,2.86,2.76,D
D,Uracil ... Neopentane,fragment-2,8,H,0.63,0.44,4.5,5.78,2.84,1.89,2.55,2.54,1.99,2.57,2.55,3.1,3.1,2.66,2.86,2.76,D
D,Uracil ... Neopentane,fragment-2,9,H,0.63,0.44,4.5,5.78,2.84,1.88,2.56,2.54,1.99,2.57,2.55,3.1,3.1,2.66,2.86,2.76,D
D,Uracil ... Neopentane,fragment-2,10,C,0.79,0.69,12.0,11.96,9.43,8.96,8.2,8.17,8.23,31.08,30.97,3.59,3.57,3.31,3.38,3.38,D
D,Uracil ... Neopentane,fragment-2,11,H,0.63,0.44,4.5,5.78,2.84,1.89,2.56,2.54,1.99,2.57,2.56,3.1,3.1,2.66,2.86,2.76,D
D,Uracil ... Neopentane,fragment-2,12,H,0.63,0.44,4.5,5.78,2.84,1.89,2.56,2.54,1.99,2.57,2.56,3.1,3.1,2.66,2.86,2.76,D
D,Uracil ... Neopentane,fragment-2,13,H,0.63,0.44,4.5,5.78,2.84,1.89,2.55,2.54,1.99,2.57,2.55,3.1,3.1,2.66,2.86,2.76,D
D,Uracil ... Neopentane,fragment-2,14,C,0.79,0.69,12.0,11.96,9.42,8.96,8.2,8.17,8.23,31.07,30.96,3.59,3.57,3.31,3.38,3.38,D
D,Uracil ... Neopentane,fragment-2,15,H,0.63,0.44,4.5,5.78,2.84,1.89,2.55,2.54,1.99,2.56,2.55,3.1,3.1,2.66,2.86,2.76,D
D,Uracil ... Neopentane,fragment-2,16,H,0.63,0.44,4.5,5.78,2.84,1.89,2.56,2.54,1.99,2.57,2.56,3.1,3.1,2.66,2.86,2.76,D
D,Uracil ... Neopentane,fragment-2,17,H,0.63,0.44,4.5,5.78,2.84,1.88,2.56,2.54,1.99,2.57,2.56,3.1,3.1,2.66,2.86,2.76,D
D,Uracil ... Pentane,complex,1,N,0.84,0.84,7.4,7.81,6.18,5.09,6.57,6.48,6.23,23.9,23.78,3.34,3.33,3.15,3.27,3.25,D
D,Uracil ... Pentane,complex,2,H,0.64,0.32,4.5,5.78,2.89,2.25,1.87,1.83,1.46,1.47,1.46,3.1,3.1,2.67,2.73,2.64,D
D,Uracil ... Pentane,complex,3,C,0.84,0.6,12.0,11.96,10.12,10.24,7.16,7.05,7.18,24.25,24.11,3.59,3.57,3.39,3.31,3.31,D
D,Uracil ... Pentane,complex,4,O,0.98,1.11,5.4,5.36,5.29,4.79,5.94,5.93,5.98,22.0,21.99,3.19,3.18,3.17,3.22,3.23,D
D,Uracil ... Pentane,complex,5,C,0.81,0.67,12.0,11.96,9.73,9.17,8.05,7.97,8.08,30.17,30.05,3.59,3.57,3.35,3.37,3.37,D
D,Uracil ... Pentane,complex,6,H,0.62,0.38,4.5,5.78,2.81,2.07,2.19,2.18,1.7,2.1,2.1,3.1,3.1,2.65,2.8,2.7,D
D,Uracil ... Pentane,complex,7,C,0.78,0.63,12.0,11.96,9.42,9.48,7.58,7.48,7.61,27.27,27.1,3.59,3.57,3.31,3.34,3.34,D
D,Uracil ... Pentane,complex,8,H,0.57,0.35,4.5,5.78,2.56,1.95,2.02,2.0,1.57,1.87,1.87,3.1,3.1,2.57,2.76,2.67,D
D,Uracil ... Pentane,complex,9,N,0.82,0.83,7.4,7.81,6.08,5.35,6.49,6.39,6.15,23.48,23.37,3.34,3.33,3.13,3.27,3.24,D
D,Uracil ... Pentane,complex,10,H,0.59,0.3,4.5,5.78,2.63,2.17,1.74,1.67,1.36,1.31,1.31,3.1,3.1,2.59,2.71,2.61,D
D,Uracil ... Pentane,complex,11,C,0.83,0.58,12.0,11.96,9.98,9.93,6.88,6.63,6.9,22.1,21.95,3.59,3.57,3.38,3.29,3.29,D
D,Uracil ... Pentane,complex,12,O,0.98,1.11,5.4,5.36,5.28,4.84,5.97,5.91,6.01,21.98,21.97,3.19,3.18,3.17,3.23,3.23,D
D,Uracil ... Pentane,complex,13,C,0.77,0.66,12.0,11.96,9.19,9.91,7.86,7.85,7.89,29.96,29.93,3.59,3.57,3.28,3.36,3.36,D
D,Uracil ... Pentane,complex,14,H,0.62,0.44,4.5,5.78,2.77,1.83,2.56,2.42,2.0,2.46,2.44,3.1,3.1,2.64,2.86,2.76,D
D,Uracil ... Pentane,complex,15,H,0.61,0.41,4.5,5.78,2.75,1.82,2.39,2.38,1.86,2.4,2.39,3.1,3.1,2.63,2.83,2.73,D
D,Uracil ... Pentane,complex,16,H,0.6,0.39,4.5,5.78,2.68,1.89,2.25,2.25,1.75,2.26,2.26,3.1,3.1,2.61,2.81,2.71,D
D,Uracil ... Pentane,complex,17,C,0.79,0.66,12.0,11.96,9.52,10.54,7.95,7.9,7.97,29.71,29.65,3.59,3.57,3.32,3.36,3.36,D
D,Uracil ... Pentane,complex,18,H,0.63,0.42,4.5,5.78,2.82,1.63,2.42,2.42,1.89,2.44,2.43,3.1,3.1,2.65,2.84,2.74,D
D,Uracil ... Pentane,complex,19,H,0.63,0.45,4.5,5.78,2.83,1.64,2.61,2.43,2.03,2.47,2.45,3.1,3.1,2.66,2.87,2.77,D
D,Uracil ... Pentane,complex,20,C,0.8,0.68,12.0,11.96,9.64,10.16,8.1,8.05,8.12,30.24,30.15,3.59,3.57,3.34,3.37,3.37,D
D,Uracil ... Pentane,complex,21,H,0.64,0.45,4.5,5.78,2.9,1.62,2.58,2.57,2.01,2.61,2.6,3.1,3.1,2.68,2.86,2.76,D
D,Uracil ... Pentane,complex,22,H,0.65,0.5,4.5,5.78,2.92,1.62,2.92,2.6,2.27,2.67,2.63,3.1,3.1,2.68,2.91,2.81,D
D,Uracil ... Pentane,complex,23,C,0.79,0.66,12.0,11.96,9.52,10.54,7.94,7.89,7.97,29.69,29.63,3.59,3.57,3.32,3.36,3.36,D
D,Uracil ... Pentane,complex,24,H,0.63,0.42,4.5,5.78,2.82,1.64,2.43,2.42,1.89,2.44,2.44,3.1,3.1,2.65,2.84,2.74,D
D,Uracil ... Pentane,complex,25,H,0.63,0.45,4.5,5.78,2.83,1.64,2.58,2.43,2.01,2.46,2.44,3.1,3.1,2.66,2.86,2.76,D
D,Uracil ... Pentane,complex,26,C,0.76,0.66,12.0,11.96,9.17,9.89,7.86,7.84,7.88,29.88,29.85,3.59,3.57,3.28,3.36,3.36,D
D,Uracil ... Pentane,complex,27,H,0.61,0.43,4.5,5.78,2.76,1.82,2.51,2.39,1.95,2.42,2.4,3.1,3.1,2.63,2.85,2.75,D
D,Uracil ... Pentane,complex,28,H,0.59,0.39,4.5,5.78,2.67,1.88,2.24,2.24,1.75,2.25,2.25,3.1,3.1,2.61,2.81,2.71,D
D,Uracil ... Pentane,complex,29,H,0.61,0.41,4.5,5.78,2.75,1.81,2.39,2.38,1.86,2.4,2.4,3.1,3.1,2.63,2.83,2.73,D
D,Uracil ... Pentane,fragment-1,1,N,0.84,0.83,7.4,7.81,6.18,5.09,6.51,6.48,6.16,23.88,23.77,3.34,3.33,3.15,3.27,3.24,D
D,Uracil ... Pentane,fragment-1,2,H,0.64,0.32,4.5,5.78,2.89,2.25,1.83,1.83,1.42,1.46,1.46,3.1,3.1,2.67,2.72,2.63,D
D,Uracil ... Pentane,fragment-1,3,C,0.84,0.59,12.0,11.96,10.12,10.24,7.07,7.05,7.09,24.22,24.1,3.59,3.57,3.39,3.31,3.31,D
D,Uracil ... Pentane,fragment-1,4,O,0.98,1.11,5.4,5.36,5.29,4.79,5.93,5.93,5.98,22.0,22.0,3.19,3.18,3.17,3.22,3.23,D
D,Uracil ... Pentane,fragment-1,5,C,0.81,0.67,12.0,11.96,9.73,9.17,7.99,7.97,8.02,30.16,30.04,3.59,3.57,3.35,3.36,3.37,D
D,Uracil ... Pentane,fragment-1,6,H,0.62,0.38,4.5,5.78,2.81,2.07,2.19,2.19,1.7,2.1,2.1,3.1,3.1,2.65,2.8,2.7,D
D,Uracil ... Pentane,fragment-1,7,C,0.79,0.63,12.0,11.96,9.42,9.48,7.51,7.48,7.53,27.24,27.09,3.59,3.57,3.31,3.33,3.34,D
D,Uracil ... Pentane,fragment-1,8,H,0.57,0.35,4.5,5.78,2.56,1.95,2.0,2.0,1.56,1.87,1.87,3.1,3.1,2.57,2.76,2.66,D
D,Uracil ... Pentane,fragment-1,9,N,0.82,0.82,7.4,7.81,6.08,5.35,6.41,6.39,6.07,23.46,23.36,3.34,3.33,3.13,3.26,3.23,D
D,Uracil ... Pentane,fragment-1,10,H,0.59,0.29,4.5,5.78,2.64,2.17,1.67,1.67,1.3,1.31,1.31,3.1,3.1,2.59,2.69,2.6,D
D,Uracil ... Pentane,fragment-1,11,C,0.83,0.56,12.0,11.96,9.99,9.94,6.65,6.63,6.67,22.05,21.94,3.59,3.57,3.38,3.28,3.28,D
D,Uracil ... Pentane,fragment-1,12,O,0.98,1.1,5.4,5.36,5.28,4.84,5.91,5.91,5.95,21.96,21.96,3.19,3.18,3.17,3.22,3.23,D
D,Uracil ... Pentane,fragment-2,1,C,0.76,0.66,12.0,11.96,9.18,9.9,7.85,7.84,7.88,29.92,29.89,3.59,3.57,3.28,3.36,3.36,D
D,Uracil ... Pentane,fragment-2,2,H,0.61,0.42,4.5,5.78,2.76,1.82,2.4,2.39,1.87,2.42,2.41,3.1,3.1,2.63,2.83,2.73,D
D,Uracil ... Pentane,fragment-2,3,H,0.61,0.41,4.5,5.78,2.75,1.82,2.39,2.38,1.86,2.4,2.39,3.1,3.1,2.63,2.83,2.73,D
D,Uracil ... Pentane,fragment-2,4,H,0.59,0.39,4.5,5.78,2.67,1.88,2.24,2.24,1.75,2.26,2.26,3.1,3.1,2.61,2.81,2.71,D
D,Uracil ... Pentane,fragment-2,5,C,0.79,0.66,12.0,11.96,9.52,10.54,7.91,7.9,7.94,29.71,29.65,3.59,3.57,3.32,3.36,3.36,D
D,Uracil ... Pentane,fragment-2,6,H,0.63,0.42,4.5,5.78,2.82,1.64,2.43,2.42,1.89,2.44,2.44,3.1,3.1,2.65,2.84,2.74,D
D,Uracil ... Pentane,fragment-2,7,H,0.63,0.42,4.5,5.78,2.82,1.64,2.44,2.43,1.9,2.46,2.45,3.1,3.1,2.65,2.84,2.74,D
D,Uracil ... Pentane,fragment-2,8,C,0.8,0.67,12.0,11.96,9.63,10.16,8.07,8.04,8.09,30.22,30.14,3.59,3.57,3.34,3.37,3.37,D
D,Uracil ... Pentane,fragment-2,9,H,0.64,0.45,4.5,5.78,2.9,1.62,2.58,2.57,2.01,2.61,2.6,3.1,3.1,2.68,2.86,2.76,D
D,Uracil ... Pentane,fragment-2,10,H,0.65,0.45,4.5,5.78,2.91,1.61,2.6,2.59,2.02,2.63,2.61,3.1,3.1,2.68,2.87,2.76,D
D,Uracil ... Pentane,fragment-2,11,C,0.79,0.66,12.0,11.96,9.52,10.54,7.91,7.89,7.93,29.7,29.65,3.59,3.57,3.32,3.36,3.36,D
D,Uracil ... Pentane,fragment-2,12,H,0.63,0.42,4.5,5.78,2.82,1.64,2.43,2.42,1.89,2.45,2.44,3.1,3.1,2.65,2.84,2.74,D
D,Uracil ... Pentane,fragment-2,13,H,0.63,0.42,4.5,5.78,2.82,1.63,2.44,2.43,1.9,2.46,2.45,3.1,3.1,2.65,2.84,2.74,D
D,Uracil ... Pentane,fragment-2,14,C,0.76,0.66,12.0,11.96,9.18,9.9,7.85,7.84,7.87,29.9,29.87,3.59,3.57,3.28,3.36,3.36,D
D,Uracil ... Pentane,fragment-2,15,H,0.61,0.41,4.5,5.78,2.75,1.82,2.39,2.38,1.86,2.4,2.4,3.1,3.1,2.63,2.83,2.73,D
D,Uracil ... Pentane,fragment-2,16,H,0.59,0.39,4.5,5.78,2.68,1.88,2.25,2.25,1.75,2.26,2.26,3.1,3.1,2.61,2.81,2.71,D
D,Uracil ... Pentane,fragment-2,17,H,0.61,0.41,4.5,5.78,2.75,1.82,2.39,2.38,1.86,2.4,2.4,3.1,3.1,2.63,2.83,2.73,D
E,AcNH2 ... AcNH2,complex,1,C,0.84,0.6,12.0,11.96,10.05,10.89,7.18,7.15,7.2,24.45,24.38,3.59,3.57,3.38,3.31,3.31,E
E,AcNH2 ... AcNH2,complex,2,O,0.99,1.17,5.4,5.36,5.37,4.5,6.27,6.22,6.32,23.33,23.28,3.19,3.18,3.18,3.25,3.25,E
E,AcNH2 ... AcNH2,complex,3,N,0.81,0.85,7.4,7.81,6.03,5.87,6.66,6.65,6.31,24.79,24.76,3.34,3.33,3.12,3.28,3.25,E
E,AcNH2 ... AcNH2,complex,4,H,0.64,0.44,4.5,5.78,2.86,2.46,2.56,2.0,2.0,1.78,1.59,3.1,3.1,2.67,2.86,2.76,E
E,AcNH2 ... AcNH2,complex,5,H,0.58,0.32,4.5,5.78,2.61,2.0,1.86,1.84,1.45,1.52,1.51,3.1,3.1,2.59,2.73,2.64,E
E,AcNH2 ... AcNH2,complex,6,C,0.76,0.64,12.0,11.96,9.18,9.88,7.69,7.68,7.72,29.12,29.08,3.59,3.57,3.28,3.35,3.35,E
E,AcNH2 ... AcNH2,complex,7,H,0.61,0.38,4.5,5.78,2.73,1.9,2.18,2.18,1.7,2.13,2.13,3.1,3.1,2.62,2.8,2.7,E
E,AcNH2 ... AcNH2,complex,8,H,0.6,0.4,4.5,5.78,2.69,1.69,2.32,2.31,1.81,2.31,2.3,3.1,3.1,2.61,2.82,2.72,E
E,AcNH2 ... AcNH2,complex,9,H,0.61,0.38,4.5,5.78,2.73,1.89,2.19,2.19,1.7,2.13,2.13,3.1,3.1,2.62,2.8,2.7,E
E,AcNH2 ... AcNH2,complex,10,C,0.84,0.6,12.0,11.96,10.05,10.89,7.18,7.15,7.2,24.45,24.38,3.59,3.57,3.38,3.31,3.31,E
E,AcNH2 ... AcNH2,complex,11,O,0.99,1.17,5.4,5.36,5.37,4.5,6.27,6.22,6.32,23.33,23.27,3.19,3.18,3.18,3.25,3.25,E
E,AcNH2 ... AcNH2,complex,12,N,0.81,0.85,7.4,7.81,6.03,5.87,6.66,6.65,6.31,24.8,24.76,3.34,3.33,3.12,3.28,3.25,E
E,AcNH2 ... AcNH2,complex,13,H,0.64,0.44,4.5,5.78,2.86,2.46,2.56,2.0,2.0,1.78,1.59,3.1,3.1,2.67,2.86,2.76,E
E,AcNH2 ... AcNH2,complex,14,H,0.58,0.32,4.5,5.78,2.61,2.0,1.86,1.84,1.45,1.52,1.51,3.1,3.1,2.59,2.73,2.64,E
E,AcNH2 ... AcNH2,complex,15,C,0.76,0.64,12.0,11.96,9.18,9.88,7.69,7.68,7.72,29.12,29.08,3.59,3.57,3.28,3.35,3.35,E
E,AcNH2 ... AcNH2,complex,16,H,0.6,0.4,4.5,5.78,2.69,1.69,2.32,2.31,1.81,2.31,2.3,3.1,3.1,2.61,2.82,2.72,E
E,AcNH2 ... AcNH2,complex,17,H,0.61,0.38,4.5,5.78,2.73,1.9,2.18,2.18,1.7,2.13,2.13,3.1,3.1,2.62,2.79,2.7,E
E,AcNH2 ... AcNH2,complex,18,H,0.61,0.38,4.5,5.78,2.73,1.89,2.19,2.19,1.7,2.13,2.13,3.1,3.1,2.62,2.8,2.7,E
E,AcNH2 ... AcNH2,fragment-1,1,C,0.84,0.6,12.0,11.96,10.07,10.9,7.13,7.12,7.15,24.38,24.33,3.59,3.57,3.39,3.31,3.31,E
