label,fragment,i_atom,species,hirsh_ratios,vv_ratios,alpha_0_free,alpha_0_vv_free,alpha_0_hirsh,alpha_0_rsscs,alpha_0_vv,alpha_0_vv[nm],alpha_0_vvcorr,Rvdw_free,Rvdw_17_free,Rvdw_hirsh,Rvdw_vv17,Rvdw_vvcorr17
Cytosine,crystal,16,H,0.76,0.83,4.5,5.78,3.42,2.35,4.77,4.7,3.72,3.1,3.1,2.83,3.13,3.02
Cytosine,crystal,17,H,0.75,0.87,4.5,5.78,3.39,3.48,5.01,4.99,3.9,3.1,3.1,2.82,3.15,3.04
Cytosine,crystal,18,H,0.75,0.87,4.5,5.78,3.39,2.57,5.01,4.98,3.9,3.1,3.1,2.82,3.15,3.04
Cytosine,crystal,19,H,0.75,0.87,4.5,5.78,3.39,2.58,5.01,4.98,3.9,3.1,3.1,2.82,3.15,3.04
Cytosine,crystal,20,H,0.75,0.87,4.5,5.78,3.39,3.33,5.01,4.98,3.9,3.1,3.1,2.82,3.15,3.04
Cytosine,crystal,21,C,0.86,0.77,12.0,11.96,10.33,10.34,9.18,9.17,9.21,3.59,3.57,3.42,3.43,3.43
Cytosine,crystal,22,C,0.86,0.77,12.0,11.96,10.33,10.58,9.18,9.17,9.21,3.59,3.57,3.42,3.43,3.43
Cytosine,crystal,23,C,0.86,0.77,12.0,11.96,10.33,10.41,9.18,9.17,9.21,3.59,3.57,3.42,3.43,3.43
Cytosine,crystal,24,C,0.86,0.77,12.0,11.96,10.33,10.54,9.18,9.17,9.21,3.59,3.57,3.42,3.43,3.43
Cytosine,crystal,25,C,0.85,0.77,12.0,11.96,10.25,10.76,9.24,9.23,9.27,3.59,3.57,3.41,3.43,3.44
Cytosine,crystal,26,C,0.85,0.77,12.0,11.96,10.25,10.67,9.24,9.23,9.27,3.59,3.57,3.41,3.43,3.44
Cytosine,crystal,27,C,0.85,0.77,12.0,11.96,10.25,11.13,9.24,9.23,9.27,3.59,3.57,3.41,3.43,3.44
Cytosine,crystal,28,C,0.85,0.77,12.0,11.96,10.25,10.91,9.24,9.23,9.27,3.59,3.57,3.41,3.43,3.44
Cytosine,crystal,29,C,0.84,0.87,12.0,11.96,10.13,10.11,10.39,10.37,10.42,3.59,3.57,3.39,3.49,3.49
Cytosine,crystal,30,C,0.84,0.87,12.0,11.96,10.13,9.0,10.39,10.37,10.42,3.59,3.57,3.39,3.49,3.49
Cytosine,crystal,31,C,0.84,0.87,12.0,11.96,10.13,9.93,10.39,10.37,10.42,3.59,3.57,3.39,3.49,3.49
Cytosine,crystal,32,C,0.84,0.87,12.0,11.96,10.13,9.41,10.39,10.37,10.42,3.59,3.57,3.39,3.49,3.49
Cytosine,crystal,33,C,0.84,0.84,12.0,11.96,10.05,9.83,10.05,9.99,10.08,3.59,3.57,3.38,3.48,3.48
Cytosine,crystal,34,C,0.84,0.84,12.0,11.96,10.05,9.79,10.05,9.99,10.08,3.59,3.57,3.38,3.48,3.48
Cytosine,crystal,35,C,0.84,0.84,12.0,11.96,10.05,10.06,10.05,9.99,10.08,3.59,3.57,3.38,3.48,3.48
Cytosine,crystal,36,C,0.84,0.84,12.0,11.96,10.05,9.93,10.05,9.99,10.08,3.59,3.57,3.38,3.48,3.48
Cytosine,crystal,37,N,0.87,1.06,7.4,7.81,6.41,5.63,8.29,8.28,7.85,3.34,3.33,3.18,3.38,3.36
Cytosine,crystal,38,N,0.87,1.06,7.4,7.81,6.41,6.0,8.29,8.28,7.85,3.34,3.33,3.18,3.38,3.36
Cytosine,crystal,39,N,0.87,1.06,7.4,7.81,6.41,6.43,8.29,8.28,7.85,3.34,3.33,3.18,3.38,3.36
Cytosine,crystal,40,N,0.87,1.06,7.4,7.81,6.41,6.14,8.29,8.28,7.85,3.34,3.33,3.18,3.38,3.36
Cytosine,crystal,41,N,0.89,1.14,7.4,7.81,6.56,5.49,8.91,8.89,8.44,3.34,3.33,3.21,3.42,3.39
Cytosine,crystal,42,N,0.89,1.14,7.4,7.81,6.56,5.15,8.91,8.89,8.44,3.34,3.33,3.21,3.42,3.39
Cytosine,crystal,43,N,0.89,1.14,7.4,7.81,6.56,6.64,8.91,8.89,8.44,3.34,3.33,3.21,3.42,3.39
Cytosine,crystal,44,N,0.89,1.14,7.4,7.81,6.56,6.78,8.91,8.89,8.44,3.34,3.33,3.21,3.42,3.39
Cytosine,crystal,45,N,0.85,1.11,7.4,7.81,6.27,6.52,8.66,8.66,8.2,3.34,3.33,3.16,3.4,3.38
Cytosine,crystal,46,N,0.85,1.11,7.4,7.81,6.27,6.54,8.66,8.66,8.2,3.34,3.33,3.16,3.4,3.38
Cytosine,crystal,47,N,0.85,1.11,7.4,7.81,6.27,6.24,8.66,8.66,8.2,3.34,3.33,3.16,3.4,3.38
Cytosine,crystal,48,N,0.85,1.11,7.4,7.81,6.27,6.11,8.66,8.66,8.2,3.34,3.33,3.16,3.4,3.38
Cytosine,crystal,49,O,0.91,1.5,5.4,5.36,4.93,4.5,8.06,7.99,8.12,3.19,3.18,3.09,3.37,3.37
Cytosine,crystal,50,O,0.91,1.5,5.4,5.36,4.93,4.9,8.06,7.99,8.11,3.19,3.18,3.09,3.37,3.37
Cytosine,crystal,51,O,0.91,1.5,5.4,5.36,4.93,4.68,8.06,7.99,8.11,3.19,3.18,3.09,3.37,3.37
Cytosine,crystal,52,O,0.91,1.5,5.4,5.36,4.93,4.51,8.06,7.99,8.11,3.19,3.18,3.09,3.37,3.37
Cytosine,molecule,1,H,0.61,0.31,4.5,5.78,2.73,2.26,1.78,1.78,1.39,3.1,3.1,2.63,2.71,2.62
Cytosine,molecule,2,H,0.58,0.36,4.5,5.78,2.59,2.03,2.05,2.05,1.6,3.1,3.1,2.58,2.77,2.67
Cytosine,molecule,3,H,0.62,0.4,4.5,5.78,2.8,2.07,2.34,2.34,1.82,3.1,3.1,2.65,2.82,2.72
Cytosine,molecule,4,H,0.57,0.31,4.5,5.78,2.57,2.07,1.78,1.78,1.38,3.1,3.1,2.57,2.71,2.62
Cytosine,molecule,5,H,0.62,0.32,4.5,5.78,2.77,2.33,1.87,1.87,1.46,3.1,3.1,2.64,2.73,2.64
Cytosine,molecule,6,C,0.88,0.59,12.0,11.96,10.51,10.35,7.04,7.03,7.06,3.59,3.57,3.43,3.3,3.31
Cytosine,molecule,7,C,0.79,0.63,12.0,11.96,9.52,9.34,7.59,7.57,7.61,3.59,3.57,3.32,3.34,3.34
Cytosine,molecule,8,C,0.85,0.63,12.0,11.96,10.16,10.68,7.48,7.47,7.5,3.59,3.57,3.4,3.33,3.33
Cytosine,molecule,9,C,0.82,0.69,12.0,11.96,9.83,8.95,8.26,8.25,8.29,3.59,3.57,3.36,3.38,3.38
Cytosine,molecule,10,N,0.83,0.84,7.4,7.81,6.17,5.25,6.55,6.54,6.21,3.34,3.33,3.14,3.27,3.25
Cytosine,molecule,11,N,0.93,0.96,7.4,7.81,6.87,5.33,7.51,7.5,7.11,3.34,3.33,3.26,3.33,3.31
Cytosine,molecule,12,N,0.82,0.85,7.4,7.81,6.04,6.34,6.67,6.67,6.31,3.34,3.33,3.12,3.28,3.25
Cytosine,molecule,13,O,1.01,1.14,5.4,5.36,5.46,5.11,6.12,6.11,6.16,3.19,3.18,3.2,3.24,3.24
Ethylcarbamate,crystal,1,H,0.7,0.81,4.5,5.78,3.17,2.17,4.67,4.67,3.64,3.1,3.1,2.76,3.12,3.01
Ethylcarbamate,crystal,2,H,0.7,0.81,4.5,5.78,3.17,2.17,4.67,4.67,3.64,3.1,3.1,2.76,3.12,3.01
Ethylcarbamate,crystal,3,H,0.73,0.79,4.5,5.78,3.27,3.31,4.58,4.58,3.57,3.1,3.1,2.79,3.11,3.0
Ethylcarbamate,crystal,4,H,0.73,0.79,4.5,5.78,3.27,3.31,4.58,4.58,3.57,3.1,3.1,2.79,3.11,3.0
Ethylcarbamate,crystal,5,H,0.73,0.82,4.5,5.78,3.29,2.35,4.73,4.73,3.69,3.1,3.1,2.79,3.12,3.01
Ethylcarbamate,crystal,6,H,0.73,0.82,4.5,5.78,3.29,2.35,4.73,4.73,3.69,3.1,3.1,2.79,3.12,3.01
Ethylcarbamate,crystal,7,H,0.73,0.79,4.5,5.78,3.27,2.3,4.56,4.55,3.55,3.1,3.1,2.79,3.1,3.0
Ethylcarbamate,crystal,8,H,0.73,0.79,4.5,5.78,3.27,2.3,4.56,4.55,3.55,3.1,3.1,2.79,3.1,3.0
Ethylcarbamate,crystal,9,H,0.75,0.78,4.5,5.78,3.4,2.34,4.49,4.46,3.5,3.1,3.1,2.82,3.1,2.99
Ethylcarbamate,crystal,10,H,0.75,0.78,4.5,5.78,3.4,2.34,4.49,4.46,3.5,3.1,3.1,2.82,3.1,2.99
Ethylcarbamate,crystal,11,H,0.75,0.68,4.5,5.78,3.38,2.87,3.91,3.84,3.05,3.1,3.1,2.82,3.04,2.93
Ethylcarbamate,crystal,12,H,0.75,0.68,4.5,5.78,3.38,2.87,3.91,3.84,3.05,3.1,3.1,2.82,3.04,2.93
Ethylcarbamate,crystal,13,H,0.76,0.67,4.5,5.78,3.4,2.99,3.87,3.81,3.02,3.1,3.1,2.82,3.03,2.93
Ethylcarbamate,crystal,14,H,0.76,0.67,4.5,5.78,3.4,2.99,3.87,3.81,3.02,3.1,3.1,2.82,3.03,2.93
Ethylcarbamate,crystal,15,C,0.81,0.81,12.0,11.96,9.72,10.07,9.72,9.72,9.75,3.59,3.57,3.35,3.46,3.46
Ethylcarbamate,crystal,16,C,0.81,0.81,12.0,11.96,9.72,10.07,9.72,9.72,9.75,3.59,3.57,3.35,3.46,3.46
Ethylcarbamate,crystal,17,C,0.83,0.76,12.0,11.96,9.93,10.16,9.11,9.07,9.13,3.59,3.57,3.37,3.43,3.43
Ethylcarbamate,crystal,18,C,0.83,0.76,12.0,11.96,9.93,10.16,9.11,9.07,9.13,3.59,3.57,3.37,3.43,3.43
Ethylcarbamate,crystal,19,C,0.83,0.72,12.0,11.96,10.02,10.62,8.59,8.57,8.62,3.59,3.57,3.38,3.4,3.4
Ethylcarbamate,crystal,20,C,0.83,0.72,12.0,11.96,10.02,10.62,8.59,8.57,8.62,3.59,3.57,3.38,3.4,3.4
Ethylcarbamate,crystal,21,N,0.84,1.07,7.4,7.81,6.22,5.9,8.35,8.35,7.91,3.34,3.33,3.15,3.39,3.36
Ethylcarbamate,crystal,22,N,0.84,1.07,7.4,7.81,6.22,5.9,8.35,8.35,7.91,3.34,3.33,3.15,3.39,3.36
Ethylcarbamate,crystal,23,O,0.89,1.3,5.4,5.36,4.79,4.23,6.95,6.94,7.0,3.19,3.18,3.06,3.3,3.3
Ethylcarbamate,crystal,24,O,0.89,1.3,5.4,5.36,4.79,4.23,6.95,6.94,7.0,3.19,3.18,3.06,3.3,3.3
Ethylcarbamate,crystal,25,O,0.89,1.44,5.4,5.36,4.82,5.08,7.7,7.61,7.75,3.19,3.18,3.07,3.35,3.35
Ethylcarbamate,crystal,26,O,0.89,1.44,5.4,5.36,4.82,5.08,7.7,7.61,7.75,3.19,3.18,3.07,3.35,3.35
Ethylcarbamate,molecule,1,H,0.58,0.38,4.5,5.78,2.62,1.82,2.2,2.2,1.72,3.1,3.1,2.59,2.8,2.7
Ethylcarbamate,molecule,2,H,0.61,0.4,4.5,5.78,2.73,1.85,2.28,2.28,1.78,3.1,3.1,2.63,2.81,2.71
Ethylcarbamate,molecule,3,H,0.64,0.41,4.5,5.78,2.89,1.75,2.38,2.37,1.85,3.1,3.1,2.68,2.83,2.73
Ethylcarbamate,molecule,4,H,0.65,0.42,4.5,5.78,2.91,1.75,2.4,2.39,1.87,3.1,3.1,2.68,2.83,2.73
Ethylcarbamate,molecule,5,H,0.61,0.39,4.5,5.78,2.73,1.86,2.28,2.28,1.78,3.1,3.1,2.63,2.81,2.71
Ethylcarbamate,molecule,6,H,0.6,0.3,4.5,5.78,2.68,2.18,1.74,1.74,1.35,3.1,3.1,2.61,2.7,2.61
Ethylcarbamate,molecule,7,H,0.6,0.31,4.5,5.78,2.69,2.21,1.79,1.79,1.39,3.1,3.1,2.61,2.72,2.62
Ethylcarbamate,molecule,8,C,0.76,0.65,12.0,11.96,9.15,10.14,7.75,7.75,7.77,3.59,3.57,3.28,3.35,3.35
Ethylcarbamate,molecule,9,C,0.8,0.64,12.0,11.96,9.59,10.8,7.63,7.6,7.66,3.59,3.57,3.33,3.34,3.34
Ethylcarbamate,molecule,10,C,0.85,0.57,12.0,11.96,10.14,11.28,6.81,6.79,6.83,3.59,3.57,3.39,3.29,3.29
Ethylcarbamate,molecule,11,N,0.82,0.85,7.4,7.81,6.1,6.23,6.65,6.65,6.3,3.34,3.33,3.13,3.28,3.25
Ethylcarbamate,molecule,12,O,0.97,1.15,5.4,5.36,5.26,4.19,6.17,6.16,6.22,3.19,3.18,3.16,3.24,3.25
Ethylcarbamate,molecule,13,O,0.9,1.11,5.4,5.36,4.84,4.3,5.93,5.92,5.97,3.19,3.18,3.08,3.22,3.23
Foramide,crystal,1,H,0.76,0.73,4.5,5.78,3.43,3.04,4.2,4.14,3.27,3.1,3.1,2.83,3.07,2.96
Foramide,crystal,2,H,0.76,0.73,4.5,5.78,3.43,2.99,4.2,4.14,3.27,3.1,3.1,2.83,3.07,2.96
Foramide,crystal,3,H,0.76,0.73,4.5,5.78,3.43,3.05,4.2,4.14,3.27,3.1,3.1,2.83,3.07,2.96
Foramide,crystal,4,H,0.76,0.73,4.5,5.78,3.43,3.43,4.2,4.14,3.27,3.1,3.1,2.83,3.07,2.96
Foramide,crystal,5,H,0.77,0.74,4.5,5.78,3.48,3.13,4.3,4.23,3.35,3.1,3.1,2.84,3.08,2.97
Foramide,crystal,6,H,0.77,0.74,4.5,5.78,3.48,3.48,4.3,4.23,3.35,3.1,3.1,2.84,3.08,2.97
Foramide,crystal,7,H,0.77,0.74,4.5,5.78,3.48,3.14,4.3,4.23,3.35,3.1,3.1,2.84,3.08,2.97
Foramide,crystal,8,H,0.77,0.74,4.5,5.78,3.48,2.88,4.3,4.23,3.35,3.1,3.1,2.84,3.08,2.97
Foramide,crystal,9,H,0.74,0.83,4.5,5.78,3.32,2.32,4.82,4.82,3.76,3.1,3.1,2.8,3.13,3.02
Foramide,crystal,10,H,0.74,0.83,4.5,5.78,3.32,2.27,4.82,4.82,3.76,3.1,3.1,2.8,3.13,3.02
Foramide,crystal,11,H,0.74,0.83,4.5,5.78,3.32,2.33,4.82,4.82,3.76,3.1,3.1,2.8,3.13,3.02
Foramide,crystal,12,H,0.74,0.84,4.5,5.78,3.32,2.5,4.82,4.82,3.76,3.1,3.1,2.8,3.13,3.02
Foramide,crystal,13,C,0.82,0.81,12.0,11.96,9.89,10.35,9.65,9.64,9.68,3.59,3.57,3.37,3.46,3.46
Foramide,crystal,14,C,0.82,0.81,12.0,11.96,9.89,10.45,9.65,9.64,9.68,3.59,3.57,3.37,3.46,3.46
Foramide,crystal,15,C,0.82,0.81,12.0,11.96,9.89,10.34,9.65,9.64,9.68,3.59,3.57,3.37,3.46,3.46
Foramide,crystal,16,C,0.82,0.81,12.0,11.96,9.89,10.48,9.65,9.64,9.68,3.59,3.57,3.37,3.46,3.46
Foramide,crystal,17,N,0.84,1.12,7.4,7.81,6.24,6.2,8.76,8.76,8.3,3.34,3.33,3.16,3.41,3.38
Foramide,crystal,18,N,0.84,1.12,7.4,7.81,6.24,6.19,8.76,8.76,8.3,3.34,3.33,3.16,3.41,3.38
Foramide,crystal,19,N,0.84,1.12,7.4,7.81,6.24,6.19,8.76,8.76,8.3,3.34,3.33,3.16,3.41,3.38
Foramide,crystal,20,N,0.84,1.12,7.4,7.81,6.24,5.94,8.76,8.76,8.3,3.34,3.33,3.16,3.41,3.38
Foramide,crystal,21,O,0.9,1.48,5.4,5.36,4.85,5.12,7.93,7.87,7.99,3.19,3.18,3.08,3.36,3.36
Foramide,crystal,22,O,0.9,1.48,5.4,5.36,4.85,4.86,7.93,7.87,7.99,3.19,3.18,3.08,3.36,3.36
Foramide,crystal,23,O,0.9,1.48,5.4,5.36,4.85,4.85,7.93,7.87,7.99,3.19,3.18,3.08,3.36,3.36
Foramide,crystal,24,O,0.9,1.48,5.4,5.36,4.85,4.61,7.93,7.87,7.99,3.19,3.18,3.08,3.36,3.36
Foramide,molecule,1,H,0.6,0.31,4.5,5.78,2.69,2.18,1.78,1.78,1.39,3.1,3.1,2.61,2.71,2.62
Foramide,molecule,2,H,0.57,0.3,4.5,5.78,2.55,2.16,1.73,1.73,1.35,3.1,3.1,2.56,2.7,2.61
Foramide,molecule,3,H,0.62,0.39,4.5,5.78,2.8,2.03,2.23,2.23,1.73,3.1,3.1,2.65,2.8,2.7
Foramide,molecule,4,C,0.82,0.59,12.0,11.96,9.78,10.41,7.01,7.01,7.03,3.59,3.57,3.35,3.3,3.3
Foramide,molecule,5,N,0.81,0.84,7.4,7.81,6.01,6.1,6.6,6.6,6.25,3.34,3.33,3.12,3.27,3.25
Foramide,molecule,6,O,0.99,1.1,5.4,5.36,5.35,4.66,5.91,5.91,5.95,3.19,3.18,3.18,3.22,3.23
Hexamine,crystal,1,H,0.74,0.77,4.5,5.78,3.35,2.26,4.47,4.46,3.48,3.1,3.1,2.81,3.1,2.99
Hexamine,crystal,2,H,0.74,0.77,4.5,5.78,3.35,2.32,4.47,4.46,3.48,3.1,3.1,2.81,3.1,2.99
Hexamine,crystal,3,H,0.75,0.76,4.5,5.78,3.36,2.33,4.39,4.38,3.42,3.1,3.1,2.81,3.09,2.98
Hexamine,crystal,4,H,0.75,0.76,4.5,5.78,3.36,2.26,4.39,4.38,3.42,3.1,3.1,2.81,3.09,2.98
Hexamine,crystal,5,H,0.75,0.78,4.5,5.78,3.39,2.21,4.5,4.49,3.51,3.1,3.1,2.82,3.1,2.99
Hexamine,crystal,6,H,0.75,0.78,4.5,5.78,3.39,2.21,4.5,4.5,3.51,3.1,3.1,2.82,3.1,2.99
Hexamine,crystal,7,H,0.75,0.76,4.5,5.78,3.37,3.38,4.4,4.33,3.43,3.1,3.1,2.82,3.09,2.98
Hexamine,crystal,8,H,0.75,0.76,4.5,5.78,3.37,3.36,4.4,4.33,3.43,3.1,3.1,2.82,3.09,2.98
Hexamine,crystal,9,H,0.75,0.77,4.5,5.78,3.39,3.4,4.46,4.4,3.47,3.1,3.1,2.82,3.1,2.99
Hexamine,crystal,10,H,0.75,0.77,4.5,5.78,3.39,2.34,4.46,4.4,3.47,3.1,3.1,2.82,3.1,2.99
Hexamine,crystal,11,H,0.73,0.75,4.5,5.78,3.29,3.28,4.34,4.33,3.38,3.1,3.1,2.79,3.08,2.97
Hexamine,crystal,12,H,0.73,0.75,4.5,5.78,3.29,3.27,4.34,4.33,3.38,3.1,3.1,2.79,3.08,2.97
Hexamine,crystal,13,H,0.75,0.8,4.5,5.78,3.36,2.18,4.59,4.59,3.58,3.1,3.1,2.81,3.11,3.0
Hexamine,crystal,14,H,0.75,0.8,4.5,5.78,3.36,2.23,4.59,4.59,3.58,3.1,3.1,2.81,3.11,3.0
Hexamine,crystal,15,H,0.74,0.79,4.5,5.78,3.34,2.37,4.58,4.53,3.57,3.1,3.1,2.81,3.11,3.0
Hexamine,crystal,16,H,0.74,0.79,4.5,5.78,3.34,2.32,4.58,4.53,3.57,3.1,3.1,2.81,3.11,3.0
Hexamine,crystal,17,C,0.84,0.76,12.0,11.96,10.1,8.97,9.11,9.1,9.14,3.59,3.57,3.39,3.43,3.43
Hexamine,crystal,18,C,0.84,0.76,12.0,11.96,10.1,8.91,9.11,9.1,9.14,3.59,3.57,3.39,3.43,3.43
Hexamine,crystal,19,C,0.83,0.77,12.0,11.96,9.97,9.65,9.27,9.25,9.3,3.59,3.57,3.37,3.44,3.44
Hexamine,crystal,20,C,0.83,0.77,12.0,11.96,9.97,9.7,9.27,9.25,9.3,3.59,3.57,3.37,3.44,3.44
Hexamine,crystal,21,C,0.83,0.78,12.0,11.96,9.96,9.13,9.27,9.26,9.3,3.59,3.57,3.37,3.44,3.44
Hexamine,crystal,22,C,0.83,0.78,12.0,11.96,9.96,9.24,9.27,9.26,9.3,3.59,3.57,3.37,3.44,3.44
Hexamine,crystal,23,C,0.84,0.74,12.0,11.96,10.03,9.32,8.89,8.87,8.92,3.59,3.57,3.38,3.42,3.42
Hexamine,crystal,24,C,0.84,0.74,12.0,11.96,10.03,9.24,8.89,8.87,8.92,3.59,3.57,3.38,3.42,3.42
Hexamine,crystal,25,C,0.83,0.78,12.0,11.96,9.97,9.24,9.28,9.26,9.3,3.59,3.57,3.37,3.44,3.44
Hexamine,crystal,26,C,0.83,0.78,12.0,11.96,9.97,9.45,9.28,9.26,9.3,3.59,3.57,3.37,3.44,3.44
Hexamine,crystal,27,C,0.83,0.78,12.0,11.96,9.95,9.59,9.31,9.29,9.33,3.59,3.57,3.37,3.44,3.44
Hexamine,crystal,28,C,0.83,0.78,12.0,11.96,9.95,9.54,9.31,9.29,9.33,3.59,3.57,3.37,3.44,3.44
Hexamine,crystal,29,O,0.89,1.48,5.4,5.36,4.83,4.24,7.96,7.9,8.01,3.19,3.18,3.07,3.36,3.37
Hexamine,crystal,30,O,0.89,1.48,5.4,5.36,4.83,4.25,7.96,7.9,8.01,3.19,3.18,3.07,3.36,3.37
Hexamine,crystal,31,O,0.89,1.48,5.4,5.36,4.83,4.9,7.92,7.9,7.98,3.19,3.18,3.07,3.36,3.36
Hexamine,crystal,32,O,0.89,1.48,5.4,5.36,4.83,4.93,7.92,7.9,7.98,3.19,3.18,3.07,3.36,3.36
Hexamine,molecule,1,H,0.62,0.39,4.5,5.78,2.81,1.87,2.27,2.27,1.77,3.1,3.1,2.65,2.81,2.71
Hexamine,molecule,2,H,0.62,0.4,4.5,5.78,2.77,1.82,2.33,2.33,1.82,3.1,3.1,2.64,2.82,2.72
Hexamine,molecule,3,H,0.62,0.4,4.5,5.78,2.78,1.82,2.34,2.33,1.82,3.1,3.1,2.64,2.82,2.72
Hexamine,molecule,4,H,0.62,0.39,4.5,5.78,2.81,1.87,2.27,2.27,1.77,3.1,3.1,2.65,2.81,2.71
Hexamine,molecule,5,H,0.62,0.4,4.5,5.78,2.78,1.82,2.34,2.33,1.82,3.1,3.1,2.64,2.82,2.72
Hexamine,molecule,6,H,0.62,0.39,4.5,5.78,2.81,1.87,2.27,2.27,1.77,3.1,3.1,2.65,2.81,2.71
Hexamine,molecule,7,H,0.62,0.39,4.5,5.78,2.81,1.87,2.27,2.27,1.77,3.1,3.1,2.65,2.81,2.71
Hexamine,molecule,8,H,0.62,0.4,4.5,5.78,2.78,1.82,2.33,2.33,1.82,3.1,3.1,2.64,2.82,2.72
Hexamine,molecule,9,C,0.79,0.66,12.0,11.96,9.52,9.56,7.87,7.85,7.89,3.59,3.57,3.32,3.36,3.36
Hexamine,molecule,10,C,0.83,0.62,12.0,11.96,9.92,9.18,7.45,7.44,7.48,3.59,3.57,3.37,3.33,3.33
Hexamine,molecule,11,C,0.79,0.66,12.0,11.96,9.52,9.56,7.87,7.85,7.89,3.59,3.57,3.32,3.36,3.36
Hexamine,molecule,12,C,0.79,0.66,12.0,11.96,9.52,9.56,7.87,7.86,7.9,3.59,3.57,3.32,3.36,3.36
Hexamine,molecule,13,C,0.83,0.62,12.0,11.96,9.92,9.18,7.45,7.44,7.47,3.59,3.57,3.37,3.33,3.33
Hexamine,molecule,14,C,0.79,0.66,12.0,11.96,9.52,9.57,7.87,7.85,7.89,3.59,3.57,3.32,3.36,3.36
Hexamine,molecule,15,O,0.96,1.1,5.4,5.36,5.17,4.65,5.88,5.88,5.92,3.19,3.18,3.15,3.22,3.22
Hexamine,molecule,16,O,0.96,1.1,5.4,5.36,5.18,4.65,5.88,5.88,5.92,3.19,3.18,3.15,3.22,3.22
Imidazole,crystal,1,H,0.77,0.69,4.5,5.78,3.45,3.55,4.01,3.99,3.13,3.1,3.1,2.84,3.05,2.94
Imidazole,crystal,2,H,0.77,0.69,4.5,5.78,3.45,3.36,4.01,3.99,3.13,3.1,3.1,2.84,3.05,2.94
Imidazole,crystal,3,H,0.77,0.69,4.5,5.78,3.45,3.55,4.01,3.99,3.13,3.1,3.1,2.84,3.05,2.94
Imidazole,crystal,4,H,0.77,0.69,4.5,5.78,3.45,3.36,4.01,3.99,3.13,3.1,3.1,2.84,3.05,2.94
Imidazole,crystal,5,H,0.75,0.87,4.5,5.78,3.37,2.87,5.0,4.96,3.89,3.1,3.1,2.81,3.15,3.04
Imidazole,crystal,6,H,0.75,0.87,4.5,5.78,3.37,2.3,5.0,4.96,3.89,3.1,3.1,2.81,3.15,3.04
Imidazole,crystal,7,H,0.75,0.87,4.5,5.78,3.37,2.87,5.0,4.96,3.89,3.1,3.1,2.81,3.15,3.04
Imidazole,crystal,8,H,0.75,0.87,4.5,5.78,3.37,2.3,5.0,4.96,3.89,3.1,3.1,2.81,3.15,3.04
Imidazole,crystal,9,H,0.73,0.86,4.5,5.78,3.31,2.71,4.95,4.95,3.86,3.1,3.1,2.8,3.14,3.03
Imidazole,crystal,10,H,0.73,0.86,4.5,5.78,3.31,2.44,4.95,4.95,3.86,3.1,3.1,2.8,3.14,3.03
Imidazole,crystal,11,H,0.73,0.86,4.5,5.78,3.31,2.71,4.95,4.95,3.86,3.1,3.1,2.8,3.14,3.03
Imidazole,crystal,12,H,0.73,0.86,4.5,5.78,3.31,2.44,4.95,4.95,3.86,3.1,3.1,2.8,3.14,3.03
Imidazole,crystal,13,H,0.74,0.86,4.5,5.78,3.32,2.77,4.96,4.96,3.86,3.1,3.1,2.8,3.14,3.03
Imidazole,crystal,14,H,0.74,0.86,4.5,5.78,3.32,2.53,4.96,4.96,3.86,3.1,3.1,2.8,3.14,3.03
Imidazole,crystal,15,H,0.74,0.86,4.5,5.78,3.32,2.77,4.96,4.96,3.86,3.1,3.1,2.8,3.14,3.03
Imidazole,crystal,16,H,0.74,0.86,4.5,5.78,3.32,2.53,4.96,4.96,3.86,3.1,3.1,2.8,3.14,3.03
Imidazole,crystal,17,C,0.83,0.83,12.0,11.96,10.0,9.17,9.95,9.93,9.98,3.59,3.57,3.38,3.47,3.47
Imidazole,crystal,18,C,0.83,0.83,12.0,11.96,10.0,10.57,9.95,9.93,9.98,3.59,3.57,3.38,3.47,3.47
Imidazole,crystal,19,C,0.83,0.83,12.0,11.96,10.0,9.17,9.95,9.93,9.98,3.59,3.57,3.38,3.47,3.47
Imidazole,crystal,20,C,0.83,0.83,12.0,11.96,10.0,10.57,9.95,9.93,9.98,3.59,3.57,3.38,3.47,3.47
Imidazole,crystal,21,C,0.84,0.87,12.0,11.96,10.12,9.11,10.4,10.37,10.43,3.59,3.57,3.39,3.49,3.49
Imidazole,crystal,22,C,0.84,0.87,12.0,11.96,10.12,9.74,10.4,10.37,10.43,3.59,3.57,3.39,3.49,3.49
Imidazole,crystal,23,C,0.84,0.87,12.0,11.96,10.12,9.11,10.4,10.37,10.43,3.59,3.57,3.39,3.49,3.49
Imidazole,crystal,24,C,0.84,0.87,12.0,11.96,10.12,9.74,10.4,10.37,10.43,3.59,3.57,3.39,3.49,3.49
Imidazole,crystal,25,C,0.84,0.87,12.0,11.96,10.05,9.03,10.36,10.33,10.39,3.59,3.57,3.38,3.49,3.49
Imidazole,crystal,26,C,0.84,0.87,12.0,11.96,10.05,9.66,10.36,10.33,10.39,3.59,3.57,3.38,3.49,3.49
Imidazole,crystal,27,C,0.84,0.87,12.0,11.96,10.05,9.03,10.36,10.33,10.39,3.59,3.57,3.38,3.49,3.49
Imidazole,crystal,28,C,0.84,0.87,12.0,11.96,10.05,9.66,10.35,10.33,10.39,3.59,3.57,3.38,3.49,3.49
